"elevation","aspect","slope","horizontal_distance_to_hydrology","vertical_distance_to_hydrology","horizontal_distance_to_roadways","hillshade_9am","hillshade_noon","hillshade_3pm","horizontal_distance_to_fire_points","wilderness_area","soil_type","lodgepole_pine"
2861,131,17,42,8,834,245,229,106,1895,"wilderness_area_3","soil_type_33","1"
2176,353,28,150,55,509,161,180,148,240,"wilderness_area_4","soil_type_10","0"
2160,32,25,180,54,426,206,178,96,268,"wilderness_area_4","soil_type_10","0"
3128,132,19,513,-46,1020,247,227,100,1100,"wilderness_area_1","soil_type_30","1"
2831,74,16,192,33,859,237,207,95,242,"wilderness_area_3","soil_type_32","1"
2160,46,25,210,54,433,219,177,79,258,"wilderness_area_4","soil_type_2","0"
2132,266,31,192,96,616,127,235,238,524,"wilderness_area_4","soil_type_10","0"
2704,86,18,150,26,1189,243,207,87,860,"wilderness_area_3","soil_type_31","1"
2687,86,14,124,17,1233,240,216,103,832,"wilderness_area_3","soil_type_31","1"
2727,259,11,85,12,1803,194,246,191,832,"wilderness_area_3","soil_type_33","1"
3024,20,13,192,37,890,210,211,135,1878,"wilderness_area_3","soil_type_32","1"
2906,48,26,592,-26,836,220,175,76,430,"wilderness_area_3","soil_type_33","0"
2216,15,18,182,80,511,201,200,132,300,"wilderness_area_4","soil_type_10","0"
2200,73,33,342,248,384,236,157,24,234,"wilderness_area_4","soil_type_1","0"
2110,143,19,108,46,660,243,233,110,932,"wilderness_area_4","soil_type_2","0"
3227,147,8,480,73,1343,232,239,140,2207,"wilderness_area_1","soil_type_38","0"
2832,274,14,242,68,2142,182,243,200,1062,"wilderness_area_3","soil_type_31","1"
2981,86,17,30,8,1559,242,209,91,1911,"wilderness_area_3","soil_type_32","1"
2787,290,25,42,0,1044,142,227,221,1351,"wilderness_area_3","soil_type_13","1"
2098,11,39,228,149,255,150,131,94,182,"wilderness_area_4","soil_type_10","0"
2066,40,40,150,122,175,190,122,33,255,"wilderness_area_4","soil_type_10","0"
2035,342,19,306,-22,663,179,209,167,875,"wilderness_area_4","soil_type_1","0"
3036,6,9,258,49,834,210,223,151,1811,"wilderness_area_3","soil_type_32","1"
2778,5,18,108,26,942,194,201,142,601,"wilderness_area_3","soil_type_31","1"
2066,308,21,42,2,785,158,222,202,691,"wilderness_area_4","soil_type_10","0"
1994,307,34,120,102,150,108,198,219,162,"wilderness_area_4","soil_type_10","0"
2685,104,15,42,7,1294,244,220,102,752,"wilderness_area_3","soil_type_31","1"
2751,282,13,60,9,1974,184,241,196,834,"wilderness_area_3","soil_type_31","0"
3041,13,10,247,54,899,210,219,145,1827,"wilderness_area_3","soil_type_32","1"
2808,53,21,42,5,1047,226,189,86,1500,"wilderness_area_3","soil_type_24","1"
2932,33,21,541,-34,752,211,189,106,420,"wilderness_area_3","soil_type_33","0"
2910,1,20,342,11,693,187,198,144,180,"wilderness_area_3","soil_type_33","1"
2803,57,13,30,5,780,228,212,115,330,"wilderness_area_3","soil_type_31","1"
2058,95,43,150,118,180,244,141,0,319,"wilderness_area_4","soil_type_1","0"
2669,134,19,67,21,360,247,227,100,509,"wilderness_area_1","soil_type_30","1"
2855,266,18,234,73,2268,172,245,210,1074,"wilderness_area_3","soil_type_31","1"
2904,301,10,272,-2,2115,192,236,183,1250,"wilderness_area_3","soil_type_31","1"
2977,297,15,42,2,1463,178,234,196,1935,"wilderness_area_3","soil_type_33","1"
2987,47,24,120,39,365,220,180,82,1567,"wilderness_area_3","soil_type_33","1"
2866,236,23,256,121,1627,173,253,210,1740,"wilderness_area_3","soil_type_4","1"
2001,16,37,108,93,127,163,139,90,384,"wilderness_area_4","soil_type_10","0"
1976,110,26,162,71,175,253,201,59,661,"wilderness_area_4","soil_type_3","0"
2653,282,15,67,12,1608,179,240,201,600,"wilderness_area_3","soil_type_33","1"
2819,258,22,150,40,2216,163,246,218,984,"wilderness_area_3","soil_type_31","1"
2889,296,13,268,-17,2177,183,236,193,1158,"wilderness_area_3","soil_type_31","1"
3046,352,9,366,59,738,205,225,158,1704,"wilderness_area_3","soil_type_32","1"
2903,359,20,175,46,726,186,199,147,1760,"wilderness_area_3","soil_type_24","1"
2948,256,32,175,68,871,129,239,237,1052,"wilderness_area_3","soil_type_13","1"
2247,342,21,324,98,511,172,204,168,272,"wilderness_area_4","soil_type_10","1"
2246,36,15,360,116,684,218,205,119,42,"wilderness_area_4","soil_type_2","0"
1919,65,26,0,0,42,234,178,0,331,"wilderness_area_4","soil_type_10","0"
2759,111,19,256,-63,661,249,215,86,424,"wilderness_area_1","soil_type_30","0"
2663,73,15,90,23,1487,236,210,102,598,"wilderness_area_3","soil_type_33","0"
2645,321,3,0,0,1579,211,236,164,573,"wilderness_area_3","soil_type_33","0"
2923,94,16,0,0,485,243,215,97,1566,"wilderness_area_3","soil_type_33","1"
2912,343,19,175,47,666,179,208,166,1705,"wilderness_area_3","soil_type_24","1"
3099,238,10,270,23,816,201,249,185,1452,"wilderness_area_1","soil_type_30","1"
2733,79,12,90,2,1176,236,218,112,807,"wilderness_area_3","soil_type_31","1"
2934,260,30,150,32,811,135,240,234,1057,"wilderness_area_3","soil_type_13","1"
3008,13,10,319,46,789,210,219,145,819,"wilderness_area_3","soil_type_31","1"
2828,354,21,108,25,716,181,199,153,437,"wilderness_area_3","soil_type_31","1"
2701,265,30,60,11,1486,131,237,236,1475,"wilderness_area_3","soil_type_4","1"
2824,252,27,150,64,1544,150,246,226,1684,"wilderness_area_3","soil_type_4","1"
2101,297,32,124,58,170,116,211,226,738,"wilderness_area_4","soil_type_10","0"
2281,111,6,228,76,661,230,234,137,495,"wilderness_area_4","soil_type_2","0"
2277,339,18,324,39,552,178,211,170,417,"wilderness_area_4","soil_type_6","0"
2207,94,37,426,257,450,248,159,0,365,"wilderness_area_4","soil_type_1","0"
2059,169,30,85,32,417,226,235,118,644,"wilderness_area_4","soil_type_3","0"
1999,120,28,180,11,212,254,204,57,573,"wilderness_area_4","soil_type_3","0"
3224,137,15,570,70,1183,242,233,116,2301,"wilderness_area_1","soil_type_39","0"
2714,296,13,175,-1,1831,183,236,193,552,"wilderness_area_3","soil_type_31","1"
2951,347,20,342,69,811,178,204,162,1800,"wilderness_area_3","soil_type_24","1"
2872,354,21,42,13,825,180,198,153,1299,"wilderness_area_3","soil_type_24","1"
2796,3,23,382,173,1008,182,188,138,883,"wilderness_area_3","soil_type_31","1"
2887,162,1,218,63,1415,219,238,156,1986,"wilderness_area_3","soil_type_34","1"
2254,100,35,390,-35,511,252,170,16,408,"wilderness_area_4","soil_type_6","0"
2144,344,35,277,-36,768,131,165,159,730,"wilderness_area_4","soil_type_10","0"
3408,205,34,685,-58,3676,180,247,180,2356,"wilderness_area_1","soil_type_39","0"
3450,192,22,618,-16,3503,212,251,162,2489,"wilderness_area_1","soil_type_40","0"
2666,338,21,42,15,295,169,205,172,680,"wilderness_area_1","soil_type_29","1"
3001,354,22,153,43,210,178,196,152,1410,"wilderness_area_3","soil_type_24","1"
2874,103,31,60,30,837,253,185,35,1690,"wilderness_area_3","soil_type_33","1"
2270,347,30,60,25,120,150,177,156,934,"wilderness_area_4","soil_type_10","1"
2042,57,22,67,10,552,229,188,81,700,"wilderness_area_4","soil_type_6","0"
2763,28,4,95,8,1061,218,232,150,953,"wilderness_area_3","soil_type_31","0"
2729,291,17,216,1,1890,171,235,204,510,"wilderness_area_3","soil_type_31","1"
2798,268,20,30,11,2293,165,243,216,875,"wilderness_area_3","soil_type_31","0"
2851,27,12,0,0,825,215,214,134,1634,"wilderness_area_3","soil_type_24","1"
3016,307,15,242,31,706,178,230,192,866,"wilderness_area_3","soil_type_32","1"
2900,33,16,30,1,503,215,202,118,218,"wilderness_area_3","soil_type_33","1"
2864,18,18,85,2,564,204,201,129,342,"wilderness_area_3","soil_type_31","1"
2272,0,22,67,20,150,182,193,144,997,"wilderness_area_4","soil_type_10","1"
2264,38,33,90,20,150,200,150,0,878,"wilderness_area_4","soil_type_10","1"
2282,328,18,134,53,212,173,215,181,671,"wilderness_area_4","soil_type_10","1"
2299,38,15,362,116,457,218,205,118,379,"wilderness_area_4","soil_type_2","1"
2289,37,11,268,44,751,219,215,129,524,"wilderness_area_4","soil_type_2","0"
2169,352,16,175,112,1146,191,211,157,417,"wilderness_area_4","soil_type_1","0"
2043,88,18,210,114,234,244,209,88,497,"wilderness_area_4","soil_type_1","0"
3319,194,13,626,92,3980,218,250,164,2174,"wilderness_area_1","soil_type_23","0"
2722,284,18,218,55,1884,169,238,208,470,"wilderness_area_3","soil_type_31","1"
2793,16,19,42,12,2249,200,196,128,782,"wilderness_area_3","soil_type_33","1"
2910,234,12,60,3,1986,199,251,188,1187,"wilderness_area_3","soil_type_32","1"
2874,236,20,120,46,1398,181,253,205,1935,"wilderness_area_3","soil_type_4","1"
2145,46,28,192,92,255,215,166,69,503,"wilderness_area_4","soil_type_10","0"
2280,52,8,362,57,789,225,222,131,458,"wilderness_area_4","soil_type_2","0"
1920,29,33,30,16,67,190,152,78,511,"wilderness_area_4","soil_type_1","0"
1967,124,16,60,9,124,245,227,105,451,"wilderness_area_4","soil_type_3","0"
2768,348,11,272,13,976,199,222,161,1092,"wilderness_area_3","soil_type_31","1"
2691,36,9,175,45,1556,220,221,136,458,"wilderness_area_3","soil_type_31","0"
3020,225,8,60,14,1142,210,248,174,1846,"wilderness_area_3","soil_type_32","0"
2982,351,19,382,34,618,184,205,157,1615,"wilderness_area_3","soil_type_24","1"
2857,354,19,443,86,841,184,203,154,797,"wilderness_area_3","soil_type_31","1"
2307,353,32,150,62,210,150,168,144,859,"wilderness_area_4","soil_type_2","1"
2315,307,29,216,2,541,130,209,213,566,"wilderness_area_4","soil_type_10","0"
2112,228,31,42,28,1084,158,250,213,342,"wilderness_area_4","soil_type_1","0"
2266,282,32,67,28,806,117,223,236,661,"wilderness_area_4","soil_type_10","0"
2052,64,26,218,144,256,233,177,60,569,"wilderness_area_4","soil_type_1","0"
3215,136,26,690,61,1129,250,218,79,2452,"wilderness_area_1","soil_type_29","0"
3036,243,8,150,-36,711,203,247,182,1655,"wilderness_area_1","soil_type_29","1"
2706,50,12,127,-4,1476,225,213,120,509,"wilderness_area_3","soil_type_31","0"
2699,36,9,170,-1,1524,220,221,136,469,"wilderness_area_3","soil_type_31","0"
3014,53,14,95,23,150,227,208,111,1299,"wilderness_area_3","soil_type_32","1"
2984,94,11,255,65,691,238,223,115,1682,"wilderness_area_3","soil_type_32","1"
2931,358,21,108,33,674,184,197,147,1295,"wilderness_area_3","soil_type_24","1"
2771,327,22,60,18,1397,162,210,185,1559,"wilderness_area_3","soil_type_24","0"
2135,37,33,376,84,433,199,150,64,457,"wilderness_area_4","soil_type_10","0"
2124,39,34,350,73,408,199,145,57,446,"wilderness_area_4","soil_type_10","0"
3323,198,10,661,96,3726,217,249,166,2399,"wilderness_area_1","soil_type_23","0"
2672,332,11,30,7,499,194,226,171,571,"wilderness_area_1","soil_type_29","1"
2981,3,17,150,25,268,195,206,146,1338,"wilderness_area_3","soil_type_24","1"
2910,306,30,120,53,752,125,208,216,1565,"wilderness_area_3","soil_type_24","1"
2143,35,38,335,92,426,186,130,51,418,"wilderness_area_4","soil_type_10","0"
2004,65,31,95,21,192,232,162,40,603,"wilderness_area_4","soil_type_1","0"
3005,297,11,30,4,1167,190,237,186,1826,"wilderness_area_3","soil_type_19","1"
3006,351,12,319,48,566,199,220,159,1542,"wilderness_area_3","soil_type_24","1"
2979,58,22,67,12,330,229,188,81,371,"wilderness_area_3","soil_type_33","1"
2916,358,22,201,22,433,181,194,146,450,"wilderness_area_3","soil_type_31","1"
2915,0,21,255,37,488,185,197,145,509,"wilderness_area_3","soil_type_31","1"
2878,22,12,450,181,872,212,214,137,914,"wilderness_area_3","soil_type_32","1"
2179,227,24,268,132,309,178,254,204,918,"wilderness_area_4","soil_type_1","0"
2387,47,22,162,37,908,221,188,91,691,"wilderness_area_4","soil_type_10","0"
2109,255,31,90,25,1191,133,241,235,450,"wilderness_area_4","soil_type_1","0"
2279,8,29,150,93,1041,172,168,121,778,"wilderness_area_4","soil_type_6","0"
3320,86,18,134,71,2524,243,207,87,2931,"wilderness_area_1","soil_type_39","1"
3007,31,12,255,49,604,216,213,131,1556,"wilderness_area_3","soil_type_32","1"
2960,359,18,170,30,591,191,204,149,1319,"wilderness_area_3","soil_type_24","1"
2905,65,5,242,46,957,225,230,140,2190,"wilderness_area_3","soil_type_34","1"
2279,292,24,408,238,488,144,227,219,768,"wilderness_area_4","soil_type_10","0"
2036,340,20,0,0,300,174,207,170,391,"wilderness_area_4","soil_type_3","0"
3019,170,19,162,16,592,230,244,137,1677,"wilderness_area_1","soil_type_30","1"
2760,1,9,180,5,1379,207,223,153,646,"wilderness_area_3","soil_type_31","1"
2897,299,15,67,20,1986,176,233,197,1048,"wilderness_area_3","soil_type_33","1"
3008,21,22,234,37,212,199,187,117,1265,"wilderness_area_3","soil_type_24","1"
2971,74,21,127,35,570,240,196,78,1634,"wilderness_area_3","soil_type_33","1"
3003,286,16,30,8,510,175,238,203,1048,"wilderness_area_3","soil_type_32","1"
2282,321,21,319,129,607,160,214,191,430,"wilderness_area_4","soil_type_6","0"
3221,168,10,0,0,2305,228,244,147,3072,"wilderness_area_1","soil_type_29","0"
3204,126,35,780,323,1106,252,193,37,2609,"wilderness_area_1","soil_type_29","0"
3109,141,34,600,32,957,246,209,62,2410,"wilderness_area_1","soil_type_29","0"
2728,74,29,30,-24,390,239,170,0,953,"wilderness_area_1","soil_type_30","1"
2764,13,9,210,9,1379,212,222,148,664,"wilderness_area_3","soil_type_31","1"
2881,316,20,277,91,2274,163,219,194,579,"wilderness_area_3","soil_type_33","1"
2984,351,17,268,127,618,187,208,158,1480,"wilderness_area_3","soil_type_32","1"
2297,322,10,85,1,120,194,230,176,828,"wilderness_area_4","soil_type_10","1"
2383,14,25,242,111,342,189,181,120,1057,"wilderness_area_4","soil_type_10","1"
2134,231,20,335,88,376,183,254,202,872,"wilderness_area_4","soil_type_1","0"
2260,233,31,459,212,509,153,249,218,834,"wilderness_area_4","soil_type_1","0"
2079,314,32,42,28,360,120,197,208,361,"wilderness_area_4","soil_type_10","0"
2045,38,27,234,66,390,209,169,80,433,"wilderness_area_4","soil_type_6","0"
3084,158,26,570,7,914,238,233,108,2391,"wilderness_area_1","soil_type_29","0"
2986,45,16,90,19,218,223,204,111,481,"wilderness_area_3","soil_type_31","1"
2850,70,21,330,153,872,237,194,78,1073,"wilderness_area_3","soil_type_13","1"
2394,344,20,234,116,339,175,204,165,1015,"wilderness_area_4","soil_type_10","1"
2407,185,14,361,77,787,222,249,157,706,"wilderness_area_4","soil_type_1","0"
2314,317,20,319,118,691,162,218,194,510,"wilderness_area_4","soil_type_6","0"
2008,57,23,182,39,240,229,186,79,297,"wilderness_area_4","soil_type_6","0"
3178,127,39,725,297,1068,250,183,21,2628,"wilderness_area_1","soil_type_29","0"
3287,172,5,424,61,3803,223,242,154,2484,"wilderness_area_1","soil_type_23","0"
3299,171,27,218,96,2510,227,240,127,3059,"wilderness_area_1","soil_type_29","1"
3299,245,14,300,78,1992,192,250,195,3293,"wilderness_area_1","soil_type_29","0"
3054,154,28,424,-22,774,240,228,98,2273,"wilderness_area_1","soil_type_29","0"
2735,16,28,60,24,240,185,171,111,600,"wilderness_area_1","soil_type_30","0"
2948,70,16,0,0,451,235,208,100,1595,"wilderness_area_3","soil_type_33","1"
3036,330,14,30,8,391,185,222,176,1075,"wilderness_area_3","soil_type_32","1"
2402,43,26,366,130,469,215,173,79,1033,"wilderness_area_4","soil_type_10","1"
2226,18,20,234,142,360,200,193,124,582,"wilderness_area_4","soil_type_10","0"
2346,265,9,323,150,799,198,244,185,607,"wilderness_area_4","soil_type_6","0"
2242,115,33,256,44,721,254,189,34,735,"wilderness_area_4","soil_type_6","0"
2701,35,21,60,2,228,213,188,103,467,"wilderness_area_1","soil_type_20","0"
2834,326,21,558,79,1074,163,211,185,1203,"wilderness_area_3","soil_type_28","1"
3023,319,15,240,46,1168,181,226,184,1814,"wilderness_area_3","soil_type_31","1"
2237,333,19,255,158,390,174,213,176,558,"wilderness_area_4","soil_type_10","0"
2179,285,36,175,101,1392,99,212,240,659,"wilderness_area_4","soil_type_10","0"
2340,300,16,134,46,932,173,232,198,618,"wilderness_area_4","soil_type_6","0"
2152,341,16,180,88,488,184,214,168,418,"wilderness_area_4","soil_type_10","0"
2324,138,25,216,126,973,248,221,85,785,"wilderness_area_4","soil_type_6","0"
2268,148,35,190,70,800,241,213,69,819,"wilderness_area_4","soil_type_6","0"
2045,62,30,210,36,268,229,165,48,268,"wilderness_area_4","soil_type_6","0"
3196,167,9,0,0,2263,228,244,147,3208,"wilderness_area_1","soil_type_29","0"
2837,323,23,600,82,1082,156,210,190,1231,"wilderness_area_3","soil_type_28","1"
2903,333,13,247,39,2072,189,223,173,842,"wilderness_area_3","soil_type_31","1"
3027,82,11,175,39,420,235,220,115,1338,"wilderness_area_3","soil_type_32","1"
2751,75,25,90,33,999,241,184,59,1369,"wilderness_area_3","soil_type_23","1"
2886,232,12,242,31,1054,201,251,186,1897,"wilderness_area_3","soil_type_13","0"
2910,337,12,190,36,1031,194,224,169,2018,"wilderness_area_3","soil_type_31","1"
2222,239,28,577,-107,661,158,250,219,927,"wilderness_area_4","soil_type_1","0"
2372,233,17,484,1,849,190,253,197,830,"wilderness_area_4","soil_type_1","0"
2160,323,17,180,96,518,174,220,185,408,"wilderness_area_4","soil_type_10","0"
3287,197,13,272,66,1994,216,251,166,3357,"wilderness_area_1","soil_type_29","0"
2787,4,8,182,25,210,210,225,153,997,"wilderness_area_1","soil_type_30","1"
2937,323,12,319,56,865,188,227,178,1951,"wilderness_area_3","soil_type_31","1"
2060,279,39,60,37,466,91,213,246,685,"wilderness_area_4","soil_type_10","0"
2133,285,34,124,80,497,109,217,237,646,"wilderness_area_4","soil_type_10","0"
3309,203,26,514,133,3280,197,252,176,2907,"wilderness_area_1","soil_type_29","0"
3248,185,35,400,125,2689,203,239,140,3103,"wilderness_area_1","soil_type_29","1"
2902,133,18,42,-4,361,245,229,105,1727,"wilderness_area_1","soil_type_30","1"
2860,12,37,446,105,1337,157,139,96,900,"wilderness_area_3","soil_type_28","1"
3036,72,11,170,31,360,233,219,117,1273,"wilderness_area_3","soil_type_32","1"
2977,180,22,201,52,285,222,247,146,738,"wilderness_area_3","soil_type_13","0"
2181,353,29,175,82,495,157,176,147,365,"wilderness_area_4","soil_type_10","0"
2224,277,19,524,82,726,165,240,213,966,"wilderness_area_4","soil_type_10","0"
2140,287,29,108,64,1415,129,224,229,702,"wilderness_area_4","soil_type_10","0"
2353,274,15,242,59,1132,180,243,202,782,"wilderness_area_4","soil_type_6","0"
2698,91,12,30,6,1933,239,220,109,95,"wilderness_area_3","soil_type_33","0"
3026,297,16,360,49,1248,173,233,200,1710,"wilderness_area_3","soil_type_31","1"
2973,294,17,30,8,424,168,233,204,1724,"wilderness_area_3","soil_type_24","1"
2938,163,13,270,83,510,232,243,140,934,"wilderness_area_3","soil_type_32","0"
2322,331,12,382,38,1302,191,225,173,914,"wilderness_area_4","soil_type_2","0"
2230,119,31,67,32,932,254,197,46,933,"wilderness_area_4","soil_type_6","0"
3255,56,7,242,28,4314,225,225,134,2364,"wilderness_area_1","soil_type_38","0"
2882,309,13,658,127,1188,185,231,186,1201,"wilderness_area_3","soil_type_32","1"
2912,137,12,240,57,594,238,235,126,1084,"wilderness_area_3","soil_type_32","0"
2247,356,34,497,90,579,148,160,136,671,"wilderness_area_4","soil_type_10","0"
3235,218,26,240,30,2024,181,253,196,3435,"wilderness_area_1","soil_type_29","0"
2845,68,17,510,90,1549,235,204,95,696,"wilderness_area_3","soil_type_28","1"
2695,101,7,0,0,1974,233,230,130,127,"wilderness_area_3","soil_type_33","0"
2988,35,22,85,26,300,212,187,102,1590,"wilderness_area_3","soil_type_24","1"
2265,352,34,420,108,725,141,161,143,882,"wilderness_area_4","soil_type_10","0"
2296,279,9,242,33,912,196,241,184,780,"wilderness_area_4","soil_type_6","0"
3265,208,25,480,44,1783,194,253,183,3567,"wilderness_area_1","soil_type_29","0"
2813,313,10,134,-9,120,193,233,179,1146,"wilderness_area_1","soil_type_30","1"
2769,122,6,228,45,1782,231,235,137,408,"wilderness_area_3","soil_type_31","0"
2795,257,17,234,84,2244,179,248,206,268,"wilderness_area_3","soil_type_33","1"
2903,179,20,180,48,509,224,247,147,1082,"wilderness_area_3","soil_type_13","0"
2863,292,23,268,64,888,151,229,216,1879,"wilderness_area_3","soil_type_13","0"
2196,6,31,150,76,787,165,163,121,408,"wilderness_area_4","soil_type_10","0"
2280,13,14,408,192,600,206,211,141,384,"wilderness_area_4","soil_type_6","0"
2289,9,35,418,132,658,160,149,108,702,"wilderness_area_4","soil_type_10","0"
2311,238,20,335,169,955,180,253,206,1012,"wilderness_area_4","soil_type_1","0"
2149,35,31,212,41,603,200,156,72,511,"wilderness_area_4","soil_type_10","0"
3226,197,6,67,0,4006,219,245,162,2579,"wilderness_area_1","soil_type_23","0"
3264,218,8,324,53,3648,211,248,173,2773,"wilderness_area_1","soil_type_23","0"
2783,118,8,30,-12,90,234,233,130,1383,"wilderness_area_1","soil_type_30","1"
2784,88,12,306,60,1739,238,220,112,503,"wilderness_area_3","soil_type_31","1"
3014,120,12,30,2,210,240,230,118,1214,"wilderness_area_3","soil_type_32","1"
2380,253,26,470,34,256,154,247,225,759,"wilderness_area_4","soil_type_10","0"
2844,103,20,469,93,1612,249,210,80,713,"wilderness_area_3","soil_type_13","0"
2806,98,16,384,55,1697,244,216,97,598,"wilderness_area_3","soil_type_31","1"
2962,249,12,532,98,1594,193,249,193,1273,"wilderness_area_3","soil_type_31","1"
3023,254,12,488,32,1234,191,248,195,1660,"wilderness_area_3","soil_type_32","1"
2880,192,26,120,37,516,208,250,161,1167,"wilderness_area_3","soil_type_13","0"
2919,288,18,330,98,812,166,236,209,1831,"wilderness_area_3","soil_type_13","0"
2184,338,27,108,33,1041,152,191,172,713,"wilderness_area_4","soil_type_10","0"
2307,0,14,361,202,661,199,213,151,234,"wilderness_area_4","soil_type_10","0"
2312,331,11,451,93,660,194,226,172,430,"wilderness_area_4","soil_type_6","0"
2283,191,15,382,163,1061,218,251,162,553,"wilderness_area_4","soil_type_3","0"
2143,286,28,124,40,750,130,225,229,242,"wilderness_area_4","soil_type_10","0"
3044,282,17,162,27,277,170,239,208,1657,"wilderness_area_3","soil_type_32","1"
2251,13,37,242,125,841,160,140,95,335,"wilderness_area_4","soil_type_10","0"
2099,140,24,42,8,816,247,225,92,153,"wilderness_area_4","soil_type_3","0"
3221,90,1,30,0,3969,220,237,153,2672,"wilderness_area_1","soil_type_23","0"
3240,205,29,601,19,1642,189,251,180,3494,"wilderness_area_1","soil_type_29","0"
2922,325,19,553,38,1302,170,216,184,1253,"wilderness_area_3","soil_type_32","1"
2715,229,17,42,10,2164,192,253,195,242,"wilderness_area_3","soil_type_13","0"
2850,180,20,60,10,458,223,248,148,1191,"wilderness_area_3","soil_type_13","0"
2301,200,6,420,39,95,218,246,163,362,"wilderness_area_4","soil_type_10","0"
2305,246,12,420,43,124,195,249,192,390,"wilderness_area_4","soil_type_10","0"
2262,307,22,272,184,1426,154,221,204,959,"wilderness_area_4","soil_type_10","0"
2317,230,28,466,23,1276,165,252,212,800,"wilderness_area_4","soil_type_6","0"
2178,22,32,175,103,720,183,156,92,408,"wilderness_area_4","soil_type_10","0"
2253,301,32,90,43,834,115,206,223,666,"wilderness_area_4","soil_type_10","0"
2792,243,26,150,70,2362,161,250,219,382,"wilderness_area_3","soil_type_13","1"
2958,298,10,531,154,1624,192,237,185,1230,"wilderness_area_3","soil_type_31","1"
2977,257,8,277,115,696,202,245,181,1683,"wilderness_area_3","soil_type_32","1"
2207,310,27,150,57,1057,136,210,209,785,"wilderness_area_4","soil_type_10","0"
3242,203,14,247,40,3576,212,252,172,2930,"wilderness_area_1","soil_type_22","0"
3247,199,16,240,67,3516,212,252,170,2964,"wilderness_area_1","soil_type_22","0"
3233,217,20,240,57,3157,195,254,189,3189,"wilderness_area_1","soil_type_22","0"
2908,277,19,210,77,700,167,240,212,1738,"wilderness_area_3","soil_type_13","0"
2972,228,14,242,110,671,199,252,188,1660,"wilderness_area_3","soil_type_32","1"
2117,331,30,30,15,1260,135,187,183,983,"wilderness_area_4","soil_type_17","0"
2329,314,16,212,119,949,175,226,190,738,"wilderness_area_4","soil_type_5","0"
3097,173,15,108,2,2646,228,246,145,3421,"wilderness_area_1","soil_type_22","1"
3094,172,16,218,13,2496,229,246,144,3463,"wilderness_area_1","soil_type_22","0"
2882,294,13,300,84,1989,183,236,194,875,"wilderness_area_3","soil_type_31","1"
2304,246,14,190,104,931,191,250,196,604,"wilderness_area_4","soil_type_6","0"
2340,133,9,247,105,864,234,236,133,404,"wilderness_area_4","soil_type_6","0"
3224,63,12,42,6,3963,230,216,117,2778,"wilderness_area_1","soil_type_39","0"
3226,177,29,150,50,3363,220,241,134,3102,"wilderness_area_1","soil_type_22","0"
2860,354,34,108,35,124,145,161,140,1027,"wilderness_area_1","soil_type_30","0"
2827,299,19,390,179,1234,163,229,205,1489,"wilderness_area_3","soil_type_24","1"
2735,14,24,60,26,2227,190,184,123,360,"wilderness_area_3","soil_type_31","1"
2958,291,14,459,147,1601,180,237,197,1253,"wilderness_area_3","soil_type_31","1"
3211,177,25,134,35,3422,223,244,139,3090,"wilderness_area_1","soil_type_22","0"
2832,300,17,390,184,1261,169,231,201,1485,"wilderness_area_3","soil_type_24","1"
3048,323,10,60,16,192,195,230,174,1651,"wilderness_area_3","soil_type_31","1"
2888,222,22,120,47,618,188,254,195,1666,"wilderness_area_3","soil_type_13","1"
2058,82,19,162,66,175,243,203,82,402,"wilderness_area_4","soil_type_4","0"
2926,10,20,247,118,256,194,195,134,626,"wilderness_area_1","soil_type_29","1"
2741,225,19,0,0,2462,190,254,196,499,"wilderness_area_3","soil_type_13","0"
3001,234,6,313,45,1295,209,246,174,1558,"wilderness_area_3","soil_type_31","1"
2161,138,12,331,163,446,238,236,126,595,"wilderness_area_4","soil_type_2","0"
2902,135,13,108,21,633,240,234,120,2559,"wilderness_area_1","soil_type_22","1"
2855,63,20,162,50,190,233,195,85,391,"wilderness_area_1","soil_type_29","0"
2924,150,7,426,39,1560,229,240,144,1170,"wilderness_area_3","soil_type_32","1"
3005,157,4,270,49,1201,224,240,151,1652,"wilderness_area_3","soil_type_31","1"
2271,324,35,201,118,1195,113,180,194,721,"wilderness_area_4","soil_type_10","0"
2292,292,13,484,216,1307,184,237,193,1148,"wilderness_area_4","soil_type_10","0"
2329,252,10,190,85,1033,197,247,188,598,"wilderness_area_4","soil_type_5","0"
3154,133,9,42,7,2970,235,236,132,3443,"wilderness_area_1","soil_type_22","0"
2878,135,5,30,0,481,229,238,143,2412,"wilderness_area_1","soil_type_23","1"
2878,97,17,426,119,1719,245,213,91,994,"wilderness_area_3","soil_type_32","1"
2745,14,20,42,11,2461,196,193,129,524,"wilderness_area_3","soil_type_31","1"
2301,325,35,242,148,1235,112,177,192,722,"wilderness_area_4","soil_type_10","0"
3084,188,16,503,92,1740,219,250,159,3670,"wilderness_area_1","soil_type_29","0"
3051,153,19,395,131,1140,240,237,118,3072,"wilderness_area_1","soil_type_29","1"
2957,35,15,331,156,335,217,205,119,685,"wilderness_area_1","soil_type_29","1"
2988,207,12,218,32,1248,212,251,173,1613,"wilderness_area_3","soil_type_31","1"
2862,239,6,30,0,481,210,245,173,1510,"wilderness_area_3","soil_type_13","1"
2991,253,7,339,47,297,204,245,179,1421,"wilderness_area_3","soil_type_32","1"
2184,298,24,30,16,1060,145,223,215,541,"wilderness_area_4","soil_type_10","0"
